mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	0.942988	1	0.976129	0.949207	0
mut1	1	0.942988	1	0.976129	0.949207	0
mut2	1	0.942988	1	0.976129	0.949207	0
mut3	1	0.942988	1	0.976129	0.949207	0
mut4	1	0.942988	1	0.976129	0.949207	0
mut5	0.155429	0.0824194	0.067577	0.0394609	0.386818	1
mut6	0.155429	0.0824194	0.067577	0.0394609	0.386818	1
mut7	0.155429	0.0824194	0.067577	0.0394609	0.386818	1
mut8	0.155429	0.0824194	0.067577	0.0394609	0.386818	1
mut9	0.155429	0.0824194	0.067577	0.0394609	0.386818	1
mut10	0.340059	0.871267	0.877699	0.650801	0.0817286	2
mut11	0.340059	0.871267	0.877699	0.650801	0.0817286	2
mut12	0.340059	0.871267	0.877699	0.650801	0.0817286	2
mut13	0.340059	0.871267	0.877699	0.650801	0.0817286	2
mut14	0.340059	0.871267	0.877699	0.650801	0.0817286	2
mut15	0.305896	0.817316	0.731151	0.685206	0.0828177	3
mut16	0.305896	0.817316	0.731151	0.685206	0.0828177	3
mut17	0.305896	0.817316	0.731151	0.685206	0.0828177	3
mut18	0.305896	0.817316	0.731151	0.685206	0.0828177	3
mut19	0.305896	0.817316	0.731151	0.685206	0.0828177	3
mut20	0.386993	0.00816739	0.0465974	0.0122452	0.00884433	4
mut21	0.386993	0.00816739	0.0465974	0.0122452	0.00884433	4
mut22	0.386993	0.00816739	0.0465974	0.0122452	0.00884433	4
mut23	0.386993	0.00816739	0.0465974	0.0122452	0.00884433	4
mut24	0.386993	0.00816739	0.0465974	0.0122452	0.00884433	4
mut25	0.102814	0.770652	0.0555831	0.616057	0.0228594	5
mut26	0.102814	0.770652	0.0555831	0.616057	0.0228594	5
mut27	0.102814	0.770652	0.0555831	0.616057	0.0228594	5
mut28	0.102814	0.770652	0.0555831	0.616057	0.0228594	5
mut29	0.102814	0.770652	0.0555831	0.616057	0.0228594	5
mut30	0.0308253	0.464606	0.0190765	0.145942	0.00792401	6
mut31	0.0308253	0.464606	0.0190765	0.145942	0.00792401	6
mut32	0.0308253	0.464606	0.0190765	0.145942	0.00792401	6
mut33	0.0308253	0.464606	0.0190765	0.145942	0.00792401	6
mut34	0.0308253	0.464606	0.0190765	0.145942	0.00792401	6
mut35	0.0834946	0.0796877	0.0941334	0.0932192	0.0383632	7
mut36	0.0834946	0.0796877	0.0941334	0.0932192	0.0383632	7
mut37	0.0834946	0.0796877	0.0941334	0.0932192	0.0383632	7
mut38	0.0834946	0.0796877	0.0941334	0.0932192	0.0383632	7
mut39	0.0834946	0.0796877	0.0941334	0.0932192	0.0383632	7
mut40	0.0608833	0.00709594	0.570097	0.0125689	0.00823684	8
mut41	0.0608833	0.00709594	0.570097	0.0125689	0.00823684	8
mut42	0.0608833	0.00709594	0.570097	0.0125689	0.00823684	8
mut43	0.0608833	0.00709594	0.570097	0.0125689	0.00823684	8
mut44	0.0608833	0.00709594	0.570097	0.0125689	0.00823684	8
mut45	0.0722342	0.0128355	0.0388691	0.112278	0.366292	9
mut46	0.0722342	0.0128355	0.0388691	0.112278	0.366292	9
mut47	0.0722342	0.0128355	0.0388691	0.112278	0.366292	9
mut48	0.0722342	0.0128355	0.0388691	0.112278	0.366292	9
mut49	0.0722342	0.0128355	0.0388691	0.112278	0.366292	9
mut50	0.106207	0.0714932	0.051489	0.0222559	0.274468	10
mut51	0.106207	0.0714932	0.051489	0.0222559	0.274468	10
mut52	0.106207	0.0714932	0.051489	0.0222559	0.274468	10
mut53	0.106207	0.0714932	0.051489	0.0222559	0.274468	10
mut54	0.106207	0.0714932	0.051489	0.0222559	0.274468	10
mut55	0.0481191	0.0627573	0.0398358	0.0546661	0.0313654	11
mut56	0.0481191	0.0627573	0.0398358	0.0546661	0.0313654	11
mut57	0.0481191	0.0627573	0.0398358	0.0546661	0.0313654	11
mut58	0.0481191	0.0627573	0.0398358	0.0546661	0.0313654	11
mut59	0.0481191	0.0627573	0.0398358	0.0546661	0.0313654	11
mut60	0.0282416	0.0516589	0.0187598	0.094852	0.133772	12
mut61	0.0282416	0.0516589	0.0187598	0.094852	0.133772	12
mut62	0.0282416	0.0516589	0.0187598	0.094852	0.133772	12
mut63	0.0282416	0.0516589	0.0187598	0.094852	0.133772	12
mut64	0.0282416	0.0516589	0.0187598	0.094852	0.133772	12
mut65	0.0374165	0.00604336	0.0179976	0.0788601	0.19487	13
mut66	0.0374165	0.00604336	0.0179976	0.0788601	0.19487	13
mut67	0.0374165	0.00604336	0.0179976	0.0788601	0.19487	13
mut68	0.0374165	0.00604336	0.0179976	0.0788601	0.19487	13
mut69	0.0374165	0.00604336	0.0179976	0.0788601	0.19487	13
mut70	0.0319169	0.106931	0.0162662	0.228627	0.00789151	14
mut71	0.0319169	0.106931	0.0162662	0.228627	0.00789151	14
mut72	0.0319169	0.106931	0.0162662	0.228627	0.00789151	14
mut73	0.0319169	0.106931	0.0162662	0.228627	0.00789151	14
mut74	0.0319169	0.106931	0.0162662	0.228627	0.00789151	14
mut75	0.0463004	0.0749285	0.0359898	0.0115389	0.170626	15
mut76	0.0463004	0.0749285	0.0359898	0.0115389	0.170626	15
mut77	0.0463004	0.0749285	0.0359898	0.0115389	0.170626	15
mut78	0.0463004	0.0749285	0.0359898	0.0115389	0.170626	15
mut79	0.0463004	0.0749285	0.0359898	0.0115389	0.170626	15
