clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	0.99514	0.993387	0.966007	1	1	0.979878	1	0.914353	0.912073	1	1	0.940536	1	1
1	0.659026	1	0.957142	1	0.914207	0.991652	1	0.999288	0.605597	0.875512	0.978069	1	0.0945485	0.849405	0.899144
2	0.22166	0.00920743	0.0132716	0.0164156	0.0804542	0.0127922	0.021093	0.028063	0.353973	0.0437739	0.031112	0.0228824	0.865278	0.0300082	0.0243582
3	0.663518	0.959903	0.941353	0.920033	0.773597	0.935737	1	0.957992	0.467034	0.833685	0.900221	1	0.0727187	0.866181	0.9659
4	0.585756	1	0.882153	0.915993	0.723325	0.904557	0.991846	0.807026	0.39549	0.752285	0.834351	0.928894	0.0529218	0.929473	0.970474
5	0.238107	0.0844538	0.804159	0.0450411	0.238337	0.249223	0.840902	0.118265	0.16743	0.116125	0.580827	0.064765	0.019975	0.0909001	0.74076
6	0.065555	0.454604	0.0379725	0.0149136	0.0733009	0.574292	0.0302926	0.0294015	0.0534998	0.0457123	0.115186	0.022899	0.00707333	0.469335	0.0247153
7	0.191987	0.403379	0.0521395	0.886061	0.29043	0.046418	0.0692253	0.711919	0.16623	0.126731	0.0961913	0.825267	0.01826	0.281154	0.0740617
8	0.136458	0.311766	0.0378309	0.599272	0.130155	0.0278407	0.0424746	0.640037	0.104682	0.0810026	0.0577595	0.803458	0.0134515	0.16639	0.0575426
9	0.149613	0.0569052	0.668196	0.0322816	0.146062	0.0812755	0.779152	0.0995502	0.0963693	0.0813614	0.583214	0.0439091	0.0143735	0.0628003	0.690834
10	0.0716333	0.0158042	0.172623	0.0151249	0.0727612	0.0123917	0.241483	0.0569303	0.0458718	0.0386797	0.0339816	0.0229037	0.00664062	0.024702	0.611577
11	0.0680627	0.0389524	0.0133726	0.0191149	0.0785008	0.0117431	0.0215602	0.564476	0.0601302	0.0453814	0.0337049	0.237591	0.00706524	0.0375419	0.0278947
