clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.934489	1	1	1	0.957932	0.922074	1	0.913899	0.95217	1	1	0.952722	0.922531	0.972932	0.92525
1	0.0526497	0.089626	0.900649	0.0346182	0.175478	0.836384	0.846366	0.108416	0.509386	0.949048	0.091336	0.0697188	0.6297	0.932155	0.0799966
2	0.0309766	0.0323234	0.648698	0.0218546	0.10113	0.257595	0.849936	0.0417411	0.0583613	0.939149	0.0537014	0.0393263	0.0454213	0.684928	0.0556919
3	0.0229975	0.0235332	0.689931	0.0139374	0.074853	0.23109	0.909755	0.0320869	0.0491639	0.884747	0.0361011	0.0299214	0.0352747	0.707435	0.0367445
4	0.0175871	0.0481684	0.179048	0.0098855	0.0482505	0.441248	0.0282745	0.0549746	0.484536	0.0212436	0.027155	0.0191806	0.514228	0.15877	0.0225242
5	0.968681	0.869292	0.109803	1	0.742981	0.179441	0.0793565	0.861574	0.497366	0.0760073	0.835924	0.890208	0.419238	0.111991	0.962008
6	0.246116	0.774165	0.0324145	0.0262499	0.330127	0.0567866	0.0219734	0.472856	0.383866	0.0226664	0.276152	0.0236013	0.337865	0.0310752	0.177293
7	0.638213	0.0426217	0.0630208	0.872156	0.475562	0.121907	0.0457386	0.419547	0.0359111	0.0391578	0.541198	0.813123	0.0519118	0.062706	0.640554
8	0.586276	0.0201271	0.0101488	0.193411	0.368478	0.0322745	0.0117959	0.345297	0.00983413	0.0121924	0.501016	0.109755	0.0176134	0.0177551	0.603523
9	0.232163	0.639781	0.0184112	0.0161269	0.291617	0.0297981	0.0112199	0.370165	0.395607	0.0104586	0.232889	0.0104655	0.293091	0.0160042	0.146763
10	0.00867479	0.00818073	0.0785462	0.00483786	0.0244207	0.0276775	0.161124	0.010352	0.00850615	0.491195	0.0135451	0.00950827	0.0109854	0.0175672	0.0143402
11	0.00886902	0.00793836	0.0110115	0.55438	0.0285712	0.0295926	0.0108184	0.0144341	0.00959876	0.012316	0.0826617	0.292762	0.0122258	0.0140949	0.0166296
12	0.00733194	0.00765636	0.0292376	0.0224551	0.0221161	0.0266324	0.0114465	0.0129529	0.00691428	0.0106752	0.0126055	0.230776	0.0112226	0.0125987	0.0131047
13	0.00961108	0.0320576	0.187058	0.00525132	0.0296386	0.465497	0.016805	0.0389997	0.399929	0.0114533	0.0129354	0.00972901	0.393146	0.13862	0.0126798
14	0.00810309	0.00732028	0.276806	0.00534272	0.022285	0.105676	0.475115	0.0104131	0.0299651	0.145845	0.0113409	0.0105515	0.00945392	0.615594	0.0129352
