clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.931592	0.968387	0.917085	1	1	1	1	1	0.970069
1	0.56075	0.0510714	0.116562	0.0249402	0.0309134	0.178655	0.0464144	0.0282618	0.0178253	0.0176245
2	0.42752	0.984266	0.818935	0.928081	0.869715	0.751776	0.896427	1	1	0.906772
3	0.56227	0.0376969	0.0793955	0.01658	0.019868	0.142465	0.0326617	0.0204567	0.013768	0.0136797
4	0.315734	0.799522	0.116494	0.0193878	0.0223638	0.224512	0.747192	0.0351054	0.0126927	0.0114917
5	0.0828186	0.101087	0.739649	0.926754	1	0.460849	0.103529	0.940877	0.892546	0.917735
6	0.531268	0.0221349	0.0450382	0.00822477	0.00949618	0.0625603	0.0166169	0.0103204	0.00731204	0.0058619
7	0.0693225	0.0971533	0.683587	0.961202	0.876232	0.420951	0.0838052	0.986501	0.985483	1
8	0.278926	0.818086	0.0757766	0.00862822	0.00992618	0.150405	0.777511	0.0254521	0.00721159	0.00521074
9	0.0595633	0.0814837	0.554634	0.996193	0.91306	0.338933	0.0791062	0.86599	0.888022	0.90532
10	0.00789396	0.0144094	0.400413	0.013975	0.0811002	0.0799621	0.0140685	0.679204	0.0085741	0.0385606
11	0.0160652	0.0282375	0.0929839	0.754922	0.0860969	0.129955	0.0267036	0.0636228	1	0.160231
12	0.0077235	0.0145675	0.0414242	0.34644	0.0103089	0.0615589	0.0126649	0.0130778	0.772999	0.0101772
13	0.0316488	0.0157351	0.0384998	0.160604	0.0159512	0.0677462	0.0152392	0.010276	0.00758976	0.0795939
