mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.656491	0.0712977	0.484194	0.0425207	0.769481	0.0226399	0.918341	0.0858423	0.758118	0.0415529	1
mut6	0.656491	0.0712977	0.484194	0.0425207	0.769481	0.0226399	0.918341	0.0858423	0.758118	0.0415529	1
mut7	0.656491	0.0712977	0.484194	0.0425207	0.769481	0.0226399	0.918341	0.0858423	0.758118	0.0415529	1
mut8	0.656491	0.0712977	0.484194	0.0425207	0.769481	0.0226399	0.918341	0.0858423	0.758118	0.0415529	1
mut9	0.656491	0.0712977	0.484194	0.0425207	0.769481	0.0226399	0.918341	0.0858423	0.758118	0.0415529	1
mut10	0.593219	0.0620956	0.464688	0.0319767	0.687472	0.0146858	0.866511	0.0781015	0.743505	0.0320886	2
mut11	0.593219	0.0620956	0.464688	0.0319767	0.687472	0.0146858	0.866511	0.0781015	0.743505	0.0320886	2
mut12	0.593219	0.0620956	0.464688	0.0319767	0.687472	0.0146858	0.866511	0.0781015	0.743505	0.0320886	2
mut13	0.593219	0.0620956	0.464688	0.0319767	0.687472	0.0146858	0.866511	0.0781015	0.743505	0.0320886	2
mut14	0.593219	0.0620956	0.464688	0.0319767	0.687472	0.0146858	0.866511	0.0781015	0.743505	0.0320886	2
mut15	0.337247	0.919365	0.499312	0.947212	0.226325	0.969631	0.0758162	0.908339	0.231166	0.949291	3
mut16	0.337247	0.919365	0.499312	0.947212	0.226325	0.969631	0.0758162	0.908339	0.231166	0.949291	3
mut17	0.337247	0.919365	0.499312	0.947212	0.226325	0.969631	0.0758162	0.908339	0.231166	0.949291	3
mut18	0.337247	0.919365	0.499312	0.947212	0.226325	0.969631	0.0758162	0.908339	0.231166	0.949291	3
mut19	0.337247	0.919365	0.499312	0.947212	0.226325	0.969631	0.0758162	0.908339	0.231166	0.949291	3
mut20	0.313097	0.902801	0.481983	0.936206	0.207402	0.960738	0.0665221	0.894526	0.218727	0.939372	4
mut21	0.313097	0.902801	0.481983	0.936206	0.207402	0.960738	0.0665221	0.894526	0.218727	0.939372	4
mut22	0.313097	0.902801	0.481983	0.936206	0.207402	0.960738	0.0665221	0.894526	0.218727	0.939372	4
mut23	0.313097	0.902801	0.481983	0.936206	0.207402	0.960738	0.0665221	0.894526	0.218727	0.939372	4
mut24	0.313097	0.902801	0.481983	0.936206	0.207402	0.960738	0.0665221	0.894526	0.218727	0.939372	4
mut25	0.124656	0.441785	0.192568	0.691463	0.0714322	0.840268	0.013106	0.572955	0.103216	0.712329	5
mut26	0.124656	0.441785	0.192568	0.691463	0.0714322	0.840268	0.013106	0.572955	0.103216	0.712329	5
mut27	0.124656	0.441785	0.192568	0.691463	0.0714322	0.840268	0.013106	0.572955	0.103216	0.712329	5
mut28	0.124656	0.441785	0.192568	0.691463	0.0714322	0.840268	0.013106	0.572955	0.103216	0.712329	5
mut29	0.124656	0.441785	0.192568	0.691463	0.0714322	0.840268	0.013106	0.572955	0.103216	0.712329	5
