clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.92873	1	1	0.904512	1	1	1	0.956453	0.917344	0.94649	1	1	0.930569	0.93679	0.932991
1	0.881839	0.219932	0.864281	0.987857	0.915098	1	0.977438	0.947025	0.84538	0.890927	0.495091	0.840926	0.95347	0.344928	0.995627
2	0.836775	0.21616	0.91799	0.946833	0.818017	0.845751	0.94365	0.943198	0.810816	0.888604	0.475084	0.70324	0.81923	0.294052	1
3	0.749967	0.120417	0.176918	0.797901	0.751152	0.867377	0.856685	0.776313	0.396446	0.329577	0.0794378	0.765385	0.783286	0.258817	1
4	0.146708	0.749379	0.0424073	0.0851473	0.119347	0.0447867	0.027738	0.0766889	0.0994907	0.0855326	0.489547	0.125332	0.0877282	0.673655	0.0371594
5	0.0415792	0.420988	0.0140014	0.0379385	0.0431932	0.0141226	0.00922499	0.0261432	0.0385163	0.0250245	0.143852	0.0433492	0.031091	0.0205543	0.011619
6	0.0506491	0.0113273	0.0121161	0.0204892	0.037405	0.0141777	0.00867444	0.0247151	0.0343391	0.0254052	0.333243	0.0612156	0.0271702	0.646649	0.0107599
7	0.0870976	0.0189357	0.0263216	0.0336931	0.188639	0.0294275	0.0192722	0.0624378	0.0675271	0.0552469	0.011888	0.0868652	0.431619	0.0394796	0.0269422
8	0.5222	0.0866443	0.116467	0.764445	0.346207	0.926693	0.880842	0.777882	0.290094	0.242504	0.0583877	0.520829	0.327004	0.205641	0.814996
9	0.0448981	0.081314	0.709641	0.0184898	0.0396779	0.0131919	0.00826755	0.0317612	0.344888	0.452018	0.449904	0.0367464	0.0331307	0.0212124	0.0134194
10	0.381177	0.0740054	0.100145	0.798827	0.294553	0.792222	0.872756	0.626034	0.25333	0.204791	0.0516632	0.583987	0.268247	0.174865	0.911051
11	0.233013	0.0437488	0.0616143	0.659881	0.180074	0.241045	0.787711	0.565253	0.156414	0.146032	0.0307304	0.182864	0.162245	0.0992823	0.89152
12	0.134103	0.0318394	0.0356408	0.0636735	0.122576	0.0456491	0.406587	0.514596	0.110072	0.083734	0.0198783	0.106284	0.104171	0.0631706	0.1509
13	0.0907069	0.0178018	0.0270125	0.0611269	0.0849157	0.613592	0.0187046	0.0545957	0.0753544	0.0503308	0.0121227	0.268085	0.0681126	0.0672238	0.0246633
14	0.0471012	0.0102956	0.01231	0.582607	0.0383112	0.178296	0.0607447	0.0557422	0.0295889	0.0253966	0.0056104	0.037532	0.0311753	0.0193975	0.0622204
15	0.037908	0.0104918	0.012787	0.0176501	0.0663262	0.0163739	0.00884924	0.0300487	0.0310916	0.0296666	0.00564281	0.0476301	0.417846	0.021467	0.0135285
16	0.0468346	0.00993899	0.0154496	0.0392128	0.0421464	0.536628	0.00954659	0.0322802	0.0303475	0.0257637	0.00625192	0.0367273	0.033197	0.0179032	0.012581
17	0.0482187	0.00890429	0.0114773	0.0192318	0.0457971	0.0129444	0.0958582	0.0296371	0.0378439	0.0309013	0.00705088	0.0402682	0.0311889	0.017366	0.0135014
18	0.0428561	0.0102144	0.0132997	0.0178464	0.03969	0.015752	0.0185972	0.426265	0.0347733	0.0278599	0.00747245	0.042227	0.0321655	0.0190022	0.0150894
