mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.954357	1	0.984908	0.946101	0.986301	0.949947	1	1	0.95902	0.908469	1	0.972689	0.92473	0.949836	0.91054	0
mut1	0.954357	1	0.984908	0.946101	0.986301	0.949947	1	1	0.95902	0.908469	1	0.972689	0.92473	0.949836	0.91054	0
mut2	0.954357	1	0.984908	0.946101	0.986301	0.949947	1	1	0.95902	0.908469	1	0.972689	0.92473	0.949836	0.91054	0
mut3	0.954357	1	0.984908	0.946101	0.986301	0.949947	1	1	0.95902	0.908469	1	0.972689	0.92473	0.949836	0.91054	0
mut4	0.954357	1	0.984908	0.946101	0.986301	0.949947	1	1	0.95902	0.908469	1	0.972689	0.92473	0.949836	0.91054	0
mut5	0.0148475	0.0115414	0.0131393	0.0192128	0.00728173	0.0129149	0.0162139	0.00735505	0.298775	0.0138325	0.00710643	0.0494852	0.0264642	0.0215167	0.0245713	1
mut6	0.0148475	0.0115414	0.0131393	0.0192128	0.00728173	0.0129149	0.0162139	0.00735505	0.298775	0.0138325	0.00710643	0.0494852	0.0264642	0.0215167	0.0245713	1
mut7	0.0148475	0.0115414	0.0131393	0.0192128	0.00728173	0.0129149	0.0162139	0.00735505	0.298775	0.0138325	0.00710643	0.0494852	0.0264642	0.0215167	0.0245713	1
mut8	0.0148475	0.0115414	0.0131393	0.0192128	0.00728173	0.0129149	0.0162139	0.00735505	0.298775	0.0138325	0.00710643	0.0494852	0.0264642	0.0215167	0.0245713	1
mut9	0.0148475	0.0115414	0.0131393	0.0192128	0.00728173	0.0129149	0.0162139	0.00735505	0.298775	0.0138325	0.00710643	0.0494852	0.0264642	0.0215167	0.0245713	1
mut10	0.767102	0.905835	0.074313	0.124838	0.0442415	0.0735499	0.100903	0.917731	0.58142	0.314784	0.0947825	0.0271571	0.141856	0.144808	0.122793	2
mut11	0.767102	0.905835	0.074313	0.124838	0.0442415	0.0735499	0.100903	0.917731	0.58142	0.314784	0.0947825	0.0271571	0.141856	0.144808	0.122793	2
mut12	0.767102	0.905835	0.074313	0.124838	0.0442415	0.0735499	0.100903	0.917731	0.58142	0.314784	0.0947825	0.0271571	0.141856	0.144808	0.122793	2
mut13	0.767102	0.905835	0.074313	0.124838	0.0442415	0.0735499	0.100903	0.917731	0.58142	0.314784	0.0947825	0.0271571	0.141856	0.144808	0.122793	2
mut14	0.767102	0.905835	0.074313	0.124838	0.0442415	0.0735499	0.100903	0.917731	0.58142	0.314784	0.0947825	0.0271571	0.141856	0.144808	0.122793	2
mut15	0.0222123	0.554851	0.00975099	0.0237062	0.00636588	0.0113915	0.0158466	0.00923357	0.226653	0.0216787	0.00658227	0.00440753	0.0279092	0.0216176	0.0233936	3
mut16	0.0222123	0.554851	0.00975099	0.0237062	0.00636588	0.0113915	0.0158466	0.00923357	0.226653	0.0216787	0.00658227	0.00440753	0.0279092	0.0216176	0.0233936	3
mut17	0.0222123	0.554851	0.00975099	0.0237062	0.00636588	0.0113915	0.0158466	0.00923357	0.226653	0.0216787	0.00658227	0.00440753	0.0279092	0.0216176	0.0233936	3
mut18	0.0222123	0.554851	0.00975099	0.0237062	0.00636588	0.0113915	0.0158466	0.00923357	0.226653	0.0216787	0.00658227	0.00440753	0.0279092	0.0216176	0.0233936	3
mut19	0.0222123	0.554851	0.00975099	0.0237062	0.00636588	0.0113915	0.0158466	0.00923357	0.226653	0.0216787	0.00658227	0.00440753	0.0279092	0.0216176	0.0233936	3
mut20	0.14599	0.105615	0.938473	0.900637	0.977752	0.877458	0.881246	0.0570534	0.0494962	0.637981	0.908533	0.851445	0.838587	0.834623	0.865005	4
mut21	0.14599	0.105615	0.938473	0.900637	0.977752	0.877458	0.881246	0.0570534	0.0494962	0.637981	0.908533	0.851445	0.838587	0.834623	0.865005	4
mut22	0.14599	0.105615	0.938473	0.900637	0.977752	0.877458	0.881246	0.0570534	0.0494962	0.637981	0.908533	0.851445	0.838587	0.834623	0.865005	4
mut23	0.14599	0.105615	0.938473	0.900637	0.977752	0.877458	0.881246	0.0570534	0.0494962	0.637981	0.908533	0.851445	0.838587	0.834623	0.865005	4
mut24	0.14599	0.105615	0.938473	0.900637	0.977752	0.877458	0.881246	0.0570534	0.0494962	0.637981	0.908533	0.851445	0.838587	0.834623	0.865005	4
mut25	0.0421148	0.0123147	0.861545	0.0222117	0.0075301	0.0140221	0.0235743	0.00724845	0.00735606	0.555861	0.768374	0.0046938	0.035497	0.0263341	0.0245634	5
mut26	0.0421148	0.0123147	0.861545	0.0222117	0.0075301	0.0140221	0.0235743	0.00724845	0.00735606	0.555861	0.768374	0.0046938	0.035497	0.0263341	0.0245634	5
mut27	0.0421148	0.0123147	0.861545	0.0222117	0.0075301	0.0140221	0.0235743	0.00724845	0.00735606	0.555861	0.768374	0.0046938	0.035497	0.0263341	0.0245634	5
mut28	0.0421148	0.0123147	0.861545	0.0222117	0.0075301	0.0140221	0.0235743	0.00724845	0.00735606	0.555861	0.768374	0.0046938	0.035497	0.0263341	0.0245634	5
mut29	0.0421148	0.0123147	0.861545	0.0222117	0.0075301	0.0140221	0.0235743	0.00724845	0.00735606	0.555861	0.768374	0.0046938	0.035497	0.0263341	0.0245634	5
mut30	0.0937564	0.0683853	0.0773607	0.736778	0.93325	0.802534	0.772879	0.044656	0.03727	0.0935241	0.0751257	0.999129	0.751293	0.738726	0.846772	6
mut31	0.0937564	0.0683853	0.0773607	0.736778	0.93325	0.802534	0.772879	0.044656	0.03727	0.0935241	0.0751257	0.999129	0.751293	0.738726	0.846772	6
