clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.941629	0.914534	0.928677	0.991785	1	1	1	1	0.906917	0.953633	1	0.942066	1	0.98217	1
1	0.900947	0.895683	0.743105	0.15354	0.951517	0.934137	1	0.83667	0.933749	0.700393	1	0.922851	0.802442	0.840865	0.846704
2	0.860747	0.812534	0.724821	0.14163	0.888794	0.953303	1	0.898562	0.927007	0.686426	0.931316	0.876454	0.84646	0.979405	0.759301
3	0.973386	0.672386	0.593158	0.070533	0.690475	0.124705	0.899653	0.731262	0.841917	0.153355	0.954361	0.734584	0.700732	0.935486	0.725104
4	0.801367	0.668826	0.581807	0.0616833	0.649826	0.0969418	0.931776	0.67302	0.810385	0.113937	0.866709	0.784382	0.678175	0.784399	0.6077
5	0.322026	0.0643575	0.0887669	0.0128516	0.0690813	0.017381	0.743699	0.0626836	0.0339375	0.0244821	0.0339277	0.0551583	0.103394	0.0339385	0.0728319
6	0.491698	0.572302	0.323829	0.0424547	0.623036	0.0549613	0.16242	0.297847	0.28704	0.0804141	0.840654	0.316162	0.448049	0.693055	0.248734
7	0.51094	0.517625	0.280864	0.0367324	0.516592	0.0505464	0.123759	0.258919	0.260582	0.0641177	0.838218	0.145686	0.409682	0.530476	0.204112
8	0.350109	0.0310943	0.0493645	0.00592851	0.0371114	0.00928751	0.613322	0.0325382	0.0168764	0.0123167	0.0164185	0.0274806	0.067666	0.0177729	0.044204
9	0.403006	0.109597	0.159095	0.022361	0.18926	0.0262746	0.078123	0.0972206	0.0572416	0.0409374	0.740307	0.0913776	0.284784	0.0607195	0.130404
10	0.0376211	0.0960204	0.144851	0.897974	0.0952461	0.0274811	0.039544	0.0988457	0.0502252	0.294847	0.0458586	0.0938985	0.13271	0.0574448	0.124725
11	0.0259481	0.220544	0.0537489	0.00687151	0.287469	0.0102762	0.0141806	0.0489995	0.0564834	0.0105962	0.0165877	0.0271574	0.0437654	0.189406	0.0451034
12	0.026793	0.0729353	0.0973985	0.0550767	0.0652353	0.905791	0.0236913	0.0623128	0.0366497	0.514339	0.0300261	0.071792	0.0884181	0.0326013	0.0752647
13	0.0152223	0.0384659	0.0881764	0.00607933	0.0305901	0.0187449	0.0127027	0.333618	0.454932	0.0118367	0.0172022	0.276587	0.0471292	0.0938358	0.205499
14	0.0268149	0.0729763	0.0878967	0.898047	0.0619309	0.0171901	0.0243953	0.0617812	0.0299525	0.309169	0.0347816	0.0521106	0.0844275	0.0368437	0.0787819
15	0.0122561	0.0357833	0.0475725	0.761918	0.0292698	0.0101275	0.0127103	0.0267919	0.0166341	0.273343	0.0181119	0.029688	0.0427854	0.0168737	0.039194
16	0.115698	0.0716675	0.110792	0.0146917	0.124932	0.0194872	0.0240226	0.0662947	0.0367153	0.0227169	0.643431	0.0578753	0.126807	0.0358509	0.0848913
17	0.0186943	0.0388722	0.0578613	0.0069997	0.0331488	0.00992687	0.0100407	0.028846	0.0172495	0.0102342	0.276544	0.0291581	0.0520588	0.0196508	0.0418441
18	0.0153893	0.0423978	0.0476763	0.00943038	0.0338027	0.861803	0.0119494	0.0298425	0.0187039	0.153484	0.0158665	0.0426846	0.0478689	0.0174593	0.0411521
