mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.906271	0.951801	0.764142	0.983552	0.33096	0.975689	0.274265	0.967351	0.928805	0.972375	0.875584	0.972791	0.513902	0.978121	0.38998	1
mut6	0.906271	0.951801	0.764142	0.983552	0.33096	0.975689	0.274265	0.967351	0.928805	0.972375	0.875584	0.972791	0.513902	0.978121	0.38998	1
mut7	0.906271	0.951801	0.764142	0.983552	0.33096	0.975689	0.274265	0.967351	0.928805	0.972375	0.875584	0.972791	0.513902	0.978121	0.38998	1
mut8	0.906271	0.951801	0.764142	0.983552	0.33096	0.975689	0.274265	0.967351	0.928805	0.972375	0.875584	0.972791	0.513902	0.978121	0.38998	1
mut9	0.906271	0.951801	0.764142	0.983552	0.33096	0.975689	0.274265	0.967351	0.928805	0.972375	0.875584	0.972791	0.513902	0.978121	0.38998	1
mut10	0.877725	0.926412	0.694946	0.974974	0.248667	0.963556	0.181158	0.949804	0.895975	0.956769	0.817331	0.958587	0.431944	0.969097	0.291617	2
mut11	0.877725	0.926412	0.694946	0.974974	0.248667	0.963556	0.181158	0.949804	0.895975	0.956769	0.817331	0.958587	0.431944	0.969097	0.291617	2
mut12	0.877725	0.926412	0.694946	0.974974	0.248667	0.963556	0.181158	0.949804	0.895975	0.956769	0.817331	0.958587	0.431944	0.969097	0.291617	2
mut13	0.877725	0.926412	0.694946	0.974974	0.248667	0.963556	0.181158	0.949804	0.895975	0.956769	0.817331	0.958587	0.431944	0.969097	0.291617	2
mut14	0.877725	0.926412	0.694946	0.974974	0.248667	0.963556	0.181158	0.949804	0.895975	0.956769	0.817331	0.958587	0.431944	0.969097	0.291617	2
mut15	0.520158	0.899793	0.306347	0.967243	0.0627669	0.952538	0.0397499	0.932482	0.75149	0.941935	0.390824	0.944467	0.110064	0.960126	0.074669	3
mut16	0.520158	0.899793	0.306347	0.967243	0.0627669	0.952538	0.0397499	0.932482	0.75149	0.941935	0.390824	0.944467	0.110064	0.960126	0.074669	3
mut17	0.520158	0.899793	0.306347	0.967243	0.0627669	0.952538	0.0397499	0.932482	0.75149	0.941935	0.390824	0.944467	0.110064	0.960126	0.074669	3
mut18	0.520158	0.899793	0.306347	0.967243	0.0627669	0.952538	0.0397499	0.932482	0.75149	0.941935	0.390824	0.944467	0.110064	0.960126	0.074669	3
mut19	0.520158	0.899793	0.306347	0.967243	0.0627669	0.952538	0.0397499	0.932482	0.75149	0.941935	0.390824	0.944467	0.110064	0.960126	0.074669	3
mut20	0.0787805	0.741674	0.215219	0.958337	0.0311561	0.940325	0.017939	0.893867	0.121383	0.926028	0.150552	0.841467	0.0340447	0.948398	0.0294751	4
mut21	0.0787805	0.741674	0.215219	0.958337	0.0311561	0.940325	0.017939	0.893867	0.121383	0.926028	0.150552	0.841467	0.0340447	0.948398	0.0294751	4
mut22	0.0787805	0.741674	0.215219	0.958337	0.0311561	0.940325	0.017939	0.893867	0.121383	0.926028	0.150552	0.841467	0.0340447	0.948398	0.0294751	4
mut23	0.0787805	0.741674	0.215219	0.958337	0.0311561	0.940325	0.017939	0.893867	0.121383	0.926028	0.150552	0.841467	0.0340447	0.948398	0.0294751	4
mut24	0.0787805	0.741674	0.215219	0.958337	0.0311561	0.940325	0.017939	0.893867	0.121383	0.926028	0.150552	0.841467	0.0340447	0.948398	0.0294751	4
mut25	0.036946	0.052759	0.146731	0.868061	0.0216947	0.776018	0.0122762	0.334069	0.0726066	0.609434	0.102601	0.0713373	0.0227354	0.465931	0.0201013	5
mut26	0.036946	0.052759	0.146731	0.868061	0.0216947	0.776018	0.0122762	0.334069	0.0726066	0.609434	0.102601	0.0713373	0.0227354	0.465931	0.0201013	5
mut27	0.036946	0.052759	0.146731	0.868061	0.0216947	0.776018	0.0122762	0.334069	0.0726066	0.609434	0.102601	0.0713373	0.0227354	0.465931	0.0201013	5
mut28	0.036946	0.052759	0.146731	0.868061	0.0216947	0.776018	0.0122762	0.334069	0.0726066	0.609434	0.102601	0.0713373	0.0227354	0.465931	0.0201013	5
mut29	0.036946	0.052759	0.146731	0.868061	0.0216947	0.776018	0.0122762	0.334069	0.0726066	0.609434	0.102601	0.0713373	0.0227354	0.465931	0.0201013	5
mut30	0.0747775	0.0237827	0.167702	0.00844426	0.647935	0.0121655	0.689858	0.0167257	0.0356742	0.0137524	0.0678934	0.0130771	0.469393	0.0107961	0.584527	6
mut31	0.0747775	0.0237827	0.167702	0.00844426	0.647935	0.0121655	0.689858	0.0167257	0.0356742	0.0137524	0.0678934	0.0130771	0.469393	0.0107961	0.584527	6
mut32	0.0747775	0.0237827	0.167702	0.00844426	0.647935	0.0121655	0.689858	0.0167257	0.0356742	0.0137524	0.0678934	0.0130771	0.469393	0.0107961	0.584527	6
mut33	0.0747775	0.0237827	0.167702	0.00844426	0.647935	0.0121655	0.689858	0.0167257	0.0356742	0.0137524	0.0678934	0.0130771	0.469393	0.0107961	0.584527	6
mut34	0.0747775	0.0237827	0.167702	0.00844426	0.647935	0.0121655	0.689858	0.0167257	0.0356742	0.0137524	0.0678934	0.0130771	0.469393	0.0107961	0.584527	6
mut35	0.0176038	0.0266629	0.0706881	0.0983148	0.0112118	0.0135026	0.00582125	0.021639	0.0391472	0.0200313	0.0505929	0.0123855	0.0106281	0.0114431	0.00964069	7
mut36	0.0176038	0.0266629	0.0706881	0.0983148	0.0112118	0.0135026	0.00582125	0.021639	0.0391472	0.0200313	0.0505929	0.0123855	0.0106281	0.0114431	0.00964069	7
mut37	0.0176038	0.0266629	0.0706881	0.0983148	0.0112118	0.0135026	0.00582125	0.021639	0.0391472	0.0200313	0.0505929	0.0123855	0.0106281	0.0114431	0.00964069	7
mut38	0.0176038	0.0266629	0.0706881	0.0983148	0.0112118	0.0135026	0.00582125	0.021639	0.0391472	0.0200313	0.0505929	0.0123855	0.0106281	0.0114431	0.00964069	7
