mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.383124	0.00911621	0.0141309	0.0101168	0.798309	0.0136821	0.00903045	0.00763168	0.205807	0.0160823	0.0135636	0.00945466	0.255654	0.00791435	0.00628127	1
mut6	0.383124	0.00911621	0.0141309	0.0101168	0.798309	0.0136821	0.00903045	0.00763168	0.205807	0.0160823	0.0135636	0.00945466	0.255654	0.00791435	0.00628127	1
mut7	0.383124	0.00911621	0.0141309	0.0101168	0.798309	0.0136821	0.00903045	0.00763168	0.205807	0.0160823	0.0135636	0.00945466	0.255654	0.00791435	0.00628127	1
mut8	0.383124	0.00911621	0.0141309	0.0101168	0.798309	0.0136821	0.00903045	0.00763168	0.205807	0.0160823	0.0135636	0.00945466	0.255654	0.00791435	0.00628127	1
mut9	0.383124	0.00911621	0.0141309	0.0101168	0.798309	0.0136821	0.00903045	0.00763168	0.205807	0.0160823	0.0135636	0.00945466	0.255654	0.00791435	0.00628127	1
mut10	0.497878	0.971157	0.959533	0.528587	0.149132	0.957419	0.970595	0.349913	0.734431	0.947507	0.956495	0.533251	0.702377	0.975087	0.981909	2
mut11	0.497878	0.971157	0.959533	0.528587	0.149132	0.957419	0.970595	0.349913	0.734431	0.947507	0.956495	0.533251	0.702377	0.975087	0.981909	2
mut12	0.497878	0.971157	0.959533	0.528587	0.149132	0.957419	0.970595	0.349913	0.734431	0.947507	0.956495	0.533251	0.702377	0.975087	0.981909	2
mut13	0.497878	0.971157	0.959533	0.528587	0.149132	0.957419	0.970595	0.349913	0.734431	0.947507	0.956495	0.533251	0.702377	0.975087	0.981909	2
mut14	0.497878	0.971157	0.959533	0.528587	0.149132	0.957419	0.970595	0.349913	0.734431	0.947507	0.956495	0.533251	0.702377	0.975087	0.981909	2
mut15	0.102689	0.932134	0.223596	0.0493423	0.0682835	0.911656	0.288921	0.0321681	0.648163	0.838346	0.2987	0.0470187	0.617717	0.948359	0.386845	3
mut16	0.102689	0.932134	0.223596	0.0493423	0.0682835	0.911656	0.288921	0.0321681	0.648163	0.838346	0.2987	0.0470187	0.617717	0.948359	0.386845	3
mut17	0.102689	0.932134	0.223596	0.0493423	0.0682835	0.911656	0.288921	0.0321681	0.648163	0.838346	0.2987	0.0470187	0.617717	0.948359	0.386845	3
mut18	0.102689	0.932134	0.223596	0.0493423	0.0682835	0.911656	0.288921	0.0321681	0.648163	0.838346	0.2987	0.0470187	0.617717	0.948359	0.386845	3
mut19	0.102689	0.932134	0.223596	0.0493423	0.0682835	0.911656	0.288921	0.0321681	0.648163	0.838346	0.2987	0.0470187	0.617717	0.948359	0.386845	3
mut20	0.028426	0.0293543	0.722986	0.411891	0.0114025	0.0301327	0.673109	0.0826372	0.0567484	0.0932222	0.643598	0.432581	0.0407499	0.0184095	0.566072	4
mut21	0.028426	0.0293543	0.722986	0.411891	0.0114025	0.0301327	0.673109	0.0826372	0.0567484	0.0932222	0.643598	0.432581	0.0407499	0.0184095	0.566072	4
mut22	0.028426	0.0293543	0.722986	0.411891	0.0114025	0.0301327	0.673109	0.0826372	0.0567484	0.0932222	0.643598	0.432581	0.0407499	0.0184095	0.566072	4
mut23	0.028426	0.0293543	0.722986	0.411891	0.0114025	0.0301327	0.673109	0.0826372	0.0567484	0.0932222	0.643598	0.432581	0.0407499	0.0184095	0.566072	4
mut24	0.028426	0.0293543	0.722986	0.411891	0.0114025	0.0301327	0.673109	0.0826372	0.0567484	0.0932222	0.643598	0.432581	0.0407499	0.0184095	0.566072	4
mut25	0.0230573	0.920952	0.209822	0.0219756	0.00998806	0.896716	0.278562	0.0158362	0.0821735	0.819117	0.278043	0.0194053	0.0448358	0.934836	0.155797	5
mut26	0.0230573	0.920952	0.209822	0.0219756	0.00998806	0.896716	0.278562	0.0158362	0.0821735	0.819117	0.278043	0.0194053	0.0448358	0.934836	0.155797	5
mut27	0.0230573	0.920952	0.209822	0.0219756	0.00998806	0.896716	0.278562	0.0158362	0.0821735	0.819117	0.278043	0.0194053	0.0448358	0.934836	0.155797	5
mut28	0.0230573	0.920952	0.209822	0.0219756	0.00998806	0.896716	0.278562	0.0158362	0.0821735	0.819117	0.278043	0.0194053	0.0448358	0.934836	0.155797	5
mut29	0.0230573	0.920952	0.209822	0.0219756	0.00998806	0.896716	0.278562	0.0158362	0.0821735	0.819117	0.278043	0.0194053	0.0448358	0.934836	0.155797	5
mut30	0.0121386	0.675101	0.0588692	0.0104592	0.00446406	0.318978	0.126681	0.00754119	0.0298537	0.474209	0.110722	0.00846768	0.0202999	0.0532539	0.00744351	6
mut31	0.0121386	0.675101	0.0588692	0.0104592	0.00446406	0.318978	0.126681	0.00754119	0.0298537	0.474209	0.110722	0.00846768	0.0202999	0.0532539	0.00744351	6
mut32	0.0121386	0.675101	0.0588692	0.0104592	0.00446406	0.318978	0.126681	0.00754119	0.0298537	0.474209	0.110722	0.00846768	0.0202999	0.0532539	0.00744351	6
mut33	0.0121386	0.675101	0.0588692	0.0104592	0.00446406	0.318978	0.126681	0.00754119	0.0298537	0.474209	0.110722	0.00846768	0.0202999	0.0532539	0.00744351	6
mut34	0.0121386	0.675101	0.0588692	0.0104592	0.00446406	0.318978	0.126681	0.00754119	0.0298537	0.474209	0.110722	0.00846768	0.0202999	0.0532539	0.00744351	6
mut35	0.0125893	0.0193316	0.708502	0.0444254	0.00500509	0.0141719	0.658715	0.00750562	0.0262672	0.0740625	0.605109	0.061494	0.0180878	0.00909378	0.221181	7
mut36	0.0125893	0.0193316	0.708502	0.0444254	0.00500509	0.0141719	0.658715	0.00750562	0.0262672	0.0740625	0.605109	0.061494	0.0180878	0.00909378	0.221181	7
mut37	0.0125893	0.0193316	0.708502	0.0444254	0.00500509	0.0141719	0.658715	0.00750562	0.0262672	0.0740625	0.605109	0.061494	0.0180878	0.00909378	0.221181	7
mut38	0.0125893	0.0193316	0.708502	0.0444254	0.00500509	0.0141719	0.658715	0.00750562	0.0262672	0.0740625	0.605109	0.061494	0.0180878	0.00909378	0.221181	7
