mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.059249	0.0848756	0.853006	0.206929	0.0149567	1
mut6	0.059249	0.0848756	0.853006	0.206929	0.0149567	1
mut7	0.059249	0.0848756	0.853006	0.206929	0.0149567	1
mut8	0.059249	0.0848756	0.853006	0.206929	0.0149567	1
mut9	0.059249	0.0848756	0.853006	0.206929	0.0149567	1
mut10	0.669902	0.072584	0.113758	0.768707	0.0383009	2
mut11	0.669902	0.072584	0.113758	0.768707	0.0383009	2
mut12	0.669902	0.072584	0.113758	0.768707	0.0383009	2
mut13	0.669902	0.072584	0.113758	0.768707	0.0383009	2
mut14	0.669902	0.072584	0.113758	0.768707	0.0383009	2
mut15	0.235211	0.710344	0.00489242	0.00969512	0.687791	3
mut16	0.235211	0.710344	0.00489242	0.00969512	0.687791	3
mut17	0.235211	0.710344	0.00489242	0.00969512	0.687791	3
mut18	0.235211	0.710344	0.00489242	0.00969512	0.687791	3
mut19	0.235211	0.710344	0.00489242	0.00969512	0.687791	3
mut20	0.0412799	0.0589897	0.835396	0.188631	0.0099711	4
mut21	0.0412799	0.0589897	0.835396	0.188631	0.0099711	4
mut22	0.0412799	0.0589897	0.835396	0.188631	0.0099711	4
mut23	0.0412799	0.0589897	0.835396	0.188631	0.0099711	4
mut24	0.0412799	0.0589897	0.835396	0.188631	0.0099711	4
mut25	0.0173485	0.100758	0.0234518	0.00739171	0.172228	5
mut26	0.0173485	0.100758	0.0234518	0.00739171	0.172228	5
mut27	0.0173485	0.100758	0.0234518	0.00739171	0.172228	5
mut28	0.0173485	0.100758	0.0234518	0.00739171	0.172228	5
mut29	0.0173485	0.100758	0.0234518	0.00739171	0.172228	5
mut30	0.0176173	0.0309031	0.45276	0.0621194	0.00498555	6
mut31	0.0176173	0.0309031	0.45276	0.0621194	0.00498555	6
mut32	0.0176173	0.0309031	0.45276	0.0621194	0.00498555	6
mut33	0.0176173	0.0309031	0.45276	0.0621194	0.00498555	6
mut34	0.0176173	0.0309031	0.45276	0.0621194	0.00498555	6
mut35	0.472563	0.0346133	0.105802	0.699493	0.0104438	7
mut36	0.472563	0.0346133	0.105802	0.699493	0.0104438	7
mut37	0.472563	0.0346133	0.105802	0.699493	0.0104438	7
mut38	0.472563	0.0346133	0.105802	0.699493	0.0104438	7
mut39	0.472563	0.0346133	0.105802	0.699493	0.0104438	7
