clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.975585	1	0.926409	1	0.998987	0.912414	0.969869	1	1	0.987324
1	0.082154	0.700051	0.031285	0.0217312	0.0419253	0.0186555	0.0377477	0.0424601	0.791156	0.0120191
2	0.204292	0.0438014	0.0145479	0.0109268	0.0191243	0.0100748	0.0141597	0.679398	0.0433451	0.0051414
3	0.0461691	0.348547	0.0146603	0.0121397	0.0197905	0.00966876	0.0167266	0.0199575	0.669851	0.0063588
4	0.68663	0.228286	0.858128	1	0.832787	0.880905	1	0.262678	0.196647	1
5	0.192541	0.0130194	0.76828	0.054026	0.0653097	0.201721	0.0454862	0.0780442	0.057856	0.891024
6	0.382987	0.208231	0.172747	0.890988	0.889443	0.789305	0.950701	0.189646	0.112417	0.105355
7	0.0811626	0.00899205	0.0718139	0.714004	0.520502	0.61112	0.658808	0.0357316	0.0306895	0.0363328
8	0.0515076	0.00401065	0.247228	0.0127354	0.0198752	0.0101477	0.016515	0.0209827	0.026385	0.455423
9	0.153356	0.0462874	0.0484168	0.0457959	0.184768	0.0825981	0.19812	0.0571942	0.0428425	0.0190575
10	0.149516	0.155228	0.0300993	0.058864	0.0462615	0.0211741	0.0330836	0.0601243	0.02901	0.034164
11	0.042792	0.00374941	0.0224365	0.60384	0.261054	0.445292	0.629952	0.0188895	0.0144368	0.011532
12	0.0774875	0.0956097	0.013552	0.0496114	0.0217381	0.0109327	0.0140511	0.0365282	0.0146537	0.0327542
13	0.103056	0.0493873	0.0289466	0.0307328	0.0986612	0.0511368	0.198732	0.0410964	0.0264109	0.0113852
14	0.0489482	0.00447011	0.411719	0.0326474	0.0267108	0.17864	0.0177921	0.0208567	0.0161351	0.194236
15	0.0545769	0.0268943	0.0120655	0.0122153	0.020115	0.0131204	0.0669525	0.0180566	0.0143706	0.00658393
