clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.924909	1	0.990077	0.932353	1	0.917886	1	1	0.986125	0.926531
1	1	1	0.91601	0.972051	0.986525	1	1	0.922216	1	1
2	0.094181	0.00546287	0.0121758	0.0280198	0.0873886	0.00729615	0.0110455	0.0278682	0.800598	0.027801
3	0.754772	0.899076	1	0.961266	0.792433	1	0.947553	0.959136	0.154828	0.947613
4	0.734774	0.91594	0.860736	0.974514	0.73645	1	0.919293	0.931416	0.155553	0.906617
5	0.420063	0.88234	0.91513	0.206025	0.453505	0.939142	0.852359	0.264645	0.0850827	0.649173
6	0.203037	0.0156612	0.0372231	0.654808	0.198853	0.0289589	0.0367547	0.555662	0.0405411	0.12811
7	0.303032	0.72081	0.937857	0.176563	0.285442	0.571268	0.830808	0.208539	0.0595476	0.646161
8	0.159343	0.0138788	0.86278	0.0472261	0.13064	0.0289573	0.72914	0.0479972	0.0295816	0.0653156
9	0.137698	0.0108739	0.0246968	0.642258	0.144701	0.021087	0.0243023	0.432548	0.0279326	0.110887
10	0.0717824	0.0125951	0.0687683	0.121909	0.063489	0.0437059	0.0825239	0.0623439	0.0145989	0.572227
11	0.0889419	0.00489846	0.555276	0.0253323	0.0649386	0.00812535	0.404196	0.0228355	0.0155385	0.0306205
12	0.0770143	0.00458973	0.0146799	0.521423	0.0646319	0.00817537	0.0119089	0.0885517	0.0118996	0.0771199
