mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.990746	0.986466	0.990029	0.970545	0.987998	0.96288	0.977671	0.960952	0.992468	0.989653	1
mut6	0.990746	0.986466	0.990029	0.970545	0.987998	0.96288	0.977671	0.960952	0.992468	0.989653	1
mut7	0.990746	0.986466	0.990029	0.970545	0.987998	0.96288	0.977671	0.960952	0.992468	0.989653	1
mut8	0.990746	0.986466	0.990029	0.970545	0.987998	0.96288	0.977671	0.960952	0.992468	0.989653	1
mut9	0.990746	0.986466	0.990029	0.970545	0.987998	0.96288	0.977671	0.960952	0.992468	0.989653	1
mut10	0.981031	0.973929	0.979414	0.937943	0.977705	0.931789	0.954814	0.92586	0.98423	0.979582	2
mut11	0.981031	0.973929	0.979414	0.937943	0.977705	0.931789	0.954814	0.92586	0.98423	0.979582	2
mut12	0.981031	0.973929	0.979414	0.937943	0.977705	0.931789	0.954814	0.92586	0.98423	0.979582	2
mut13	0.981031	0.973929	0.979414	0.937943	0.977705	0.931789	0.954814	0.92586	0.98423	0.979582	2
mut14	0.981031	0.973929	0.979414	0.937943	0.977705	0.931789	0.954814	0.92586	0.98423	0.979582	2
mut15	0.971614	0.960095	0.968849	0.904253	0.967014	0.895742	0.932181	0.889039	0.976401	0.969753	3
mut16	0.971614	0.960095	0.968849	0.904253	0.967014	0.895742	0.932181	0.889039	0.976401	0.969753	3
mut17	0.971614	0.960095	0.968849	0.904253	0.967014	0.895742	0.932181	0.889039	0.976401	0.969753	3
mut18	0.971614	0.960095	0.968849	0.904253	0.967014	0.895742	0.932181	0.889039	0.976401	0.969753	3
mut19	0.971614	0.960095	0.968849	0.904253	0.967014	0.895742	0.932181	0.889039	0.976401	0.969753	3
mut20	0.962473	0.947104	0.958312	0.870072	0.956786	0.858638	0.91129	0.853276	0.966793	0.960301	4
mut21	0.962473	0.947104	0.958312	0.870072	0.956786	0.858638	0.91129	0.853276	0.966793	0.960301	4
mut22	0.962473	0.947104	0.958312	0.870072	0.956786	0.858638	0.91129	0.853276	0.966793	0.960301	4
mut23	0.962473	0.947104	0.958312	0.870072	0.956786	0.858638	0.91129	0.853276	0.966793	0.960301	4
mut24	0.962473	0.947104	0.958312	0.870072	0.956786	0.858638	0.91129	0.853276	0.966793	0.960301	4
mut25	0.042201	0.857149	0.185484	0.796908	0.215955	0.774756	0.22481	0.775374	0.191198	0.810599	5
mut26	0.042201	0.857149	0.185484	0.796908	0.215955	0.774756	0.22481	0.775374	0.191198	0.810599	5
mut27	0.042201	0.857149	0.185484	0.796908	0.215955	0.774756	0.22481	0.775374	0.191198	0.810599	5
mut28	0.042201	0.857149	0.185484	0.796908	0.215955	0.774756	0.22481	0.775374	0.191198	0.810599	5
mut29	0.042201	0.857149	0.185484	0.796908	0.215955	0.774756	0.22481	0.775374	0.191198	0.810599	5
mut30	0.905636	0.0682725	0.743282	0.0403467	0.69679	0.0479375	0.661314	0.0423116	0.671553	0.129931	6
mut31	0.905636	0.0682725	0.743282	0.0403467	0.69679	0.0479375	0.661314	0.0423116	0.671553	0.129931	6
mut32	0.905636	0.0682725	0.743282	0.0403467	0.69679	0.0479375	0.661314	0.0423116	0.671553	0.129931	6
mut33	0.905636	0.0682725	0.743282	0.0403467	0.69679	0.0479375	0.661314	0.0423116	0.671553	0.129931	6
mut34	0.905636	0.0682725	0.743282	0.0403467	0.69679	0.0479375	0.661314	0.0423116	0.671553	0.129931	6
mut35	0.0118102	0.532936	0.0535908	0.517217	0.0769582	0.560055	0.0688985	0.571633	0.0651889	0.312699	7
mut36	0.0118102	0.532936	0.0535908	0.517217	0.0769582	0.560055	0.0688985	0.571633	0.0651889	0.312699	7
mut37	0.0118102	0.532936	0.0535908	0.517217	0.0769582	0.560055	0.0688985	0.571633	0.0651889	0.312699	7
mut38	0.0118102	0.532936	0.0535908	0.517217	0.0769582	0.560055	0.0688985	0.571633	0.0651889	0.312699	7
mut39	0.0118102	0.532936	0.0535908	0.517217	0.0769582	0.560055	0.0688985	0.571633	0.0651889	0.312699	7
