mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.919552	0.134855	0.929631	0.137039	0.759525	0.0444366	0.736456	0.1597	0.792771	0.0385506	1
mut6	0.919552	0.134855	0.929631	0.137039	0.759525	0.0444366	0.736456	0.1597	0.792771	0.0385506	1
mut7	0.919552	0.134855	0.929631	0.137039	0.759525	0.0444366	0.736456	0.1597	0.792771	0.0385506	1
mut8	0.919552	0.134855	0.929631	0.137039	0.759525	0.0444366	0.736456	0.1597	0.792771	0.0385506	1
mut9	0.919552	0.134855	0.929631	0.137039	0.759525	0.0444366	0.736456	0.1597	0.792771	0.0385506	1
mut10	0.905267	0.121707	0.916267	0.128584	0.719365	0.0363453	0.70175	0.14383	0.778574	0.032152	2
mut11	0.905267	0.121707	0.916267	0.128584	0.719365	0.0363453	0.70175	0.14383	0.778574	0.032152	2
mut12	0.905267	0.121707	0.916267	0.128584	0.719365	0.0363453	0.70175	0.14383	0.778574	0.032152	2
mut13	0.905267	0.121707	0.916267	0.128584	0.719365	0.0363453	0.70175	0.14383	0.778574	0.032152	2
mut14	0.905267	0.121707	0.916267	0.128584	0.719365	0.0363453	0.70175	0.14383	0.778574	0.032152	2
mut15	0.0701351	0.855117	0.0637796	0.855314	0.233192	0.948801	0.25362	0.835037	0.196517	0.954504	3
mut16	0.0701351	0.855117	0.0637796	0.855314	0.233192	0.948801	0.25362	0.835037	0.196517	0.954504	3
mut17	0.0701351	0.855117	0.0637796	0.855314	0.233192	0.948801	0.25362	0.835037	0.196517	0.954504	3
mut18	0.0701351	0.855117	0.0637796	0.855314	0.233192	0.948801	0.25362	0.835037	0.196517	0.954504	3
mut19	0.0701351	0.855117	0.0637796	0.855314	0.233192	0.948801	0.25362	0.835037	0.196517	0.954504	3
mut20	0.0600377	0.834321	0.056688	0.845181	0.22025	0.939453	0.237356	0.798312	0.185472	0.947765	4
mut21	0.0600377	0.834321	0.056688	0.845181	0.22025	0.939453	0.237356	0.798312	0.185472	0.947765	4
mut22	0.0600377	0.834321	0.056688	0.845181	0.22025	0.939453	0.237356	0.798312	0.185472	0.947765	4
mut23	0.0600377	0.834321	0.056688	0.845181	0.22025	0.939453	0.237356	0.798312	0.185472	0.947765	4
mut24	0.0600377	0.834321	0.056688	0.845181	0.22025	0.939453	0.237356	0.798312	0.185472	0.947765	4
mut25	0.0153379	0.396421	0.0110621	0.43126	0.08223	0.664633	0.0731131	0.374042	0.0428769	0.725342	5
mut26	0.0153379	0.396421	0.0110621	0.43126	0.08223	0.664633	0.0731131	0.374042	0.0428769	0.725342	5
mut27	0.0153379	0.396421	0.0110621	0.43126	0.08223	0.664633	0.0731131	0.374042	0.0428769	0.725342	5
mut28	0.0153379	0.396421	0.0110621	0.43126	0.08223	0.664633	0.0731131	0.374042	0.0428769	0.725342	5
mut29	0.0153379	0.396421	0.0110621	0.43126	0.08223	0.664633	0.0731131	0.374042	0.0428769	0.725342	5
