clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	1	0.922848	0.924938	0.919509	0.965017	1	1	0.992271	1
1	0.153579	0.161541	0.133839	0.0742802	0.070991	0.156244	0.085428	0.707445	0.0522475	0.0321918
2	0.0425233	0.0455113	0.0179597	0.019776	0.0250407	0.171982	0.0274244	0.0479135	0.00846181	0.0496208
3	0.0403143	0.0472827	0.0952464	0.0237828	0.0254072	0.154467	0.0276405	0.0839063	0.0365939	0.00991179
4	0.534802	0.552482	0.72699	0.795124	0.811082	0.125738	0.843386	0.174457	0.865628	0.809385
5	0.47415	0.591505	0.682641	0.714298	0.763138	0.112647	0.821518	0.137578	0.8982	0.852317
6	0.39408	0.482143	0.722819	0.217272	0.316032	0.110712	0.755325	0.129737	0.286357	0.857432
7	0.0506115	0.0667964	0.020238	0.0243293	0.0264803	0.0656264	0.0325303	0.0141083	0.0739475	0.010986
8	0.347628	0.363101	0.238164	0.160436	0.278814	0.0472676	0.711371	0.0914937	0.0921371	0.718438
9	0.0898191	0.0865809	0.0381125	0.0490319	0.0521603	0.00884938	0.457349	0.0274324	0.015641	0.442136
10	0.106704	0.0975181	0.0433922	0.0907326	0.0476269	0.270686	0.0546857	0.0275914	0.0189927	0.0644202
11	0.162488	0.176116	0.0680232	0.0636193	0.0727199	0.0293962	0.109047	0.0395564	0.0261767	0.31715
12	0.108157	0.101608	0.0449903	0.044835	0.0504997	0.0210387	0.0547759	0.0307714	0.0172629	0.223758
13	0.0476482	0.0463083	0.0204147	0.0426395	0.023468	0.221741	0.0238458	0.015614	0.00875368	0.0475691
14	0.0426297	0.0426005	0.0200193	0.0200722	0.108167	0.00422989	0.0236243	0.0128949	0.00914945	0.0289278
15	0.0471507	0.0489917	0.0174597	0.0244333	0.0267038	0.270156	0.0281216	0.0126487	0.0349748	0.00916961
16	0.061646	0.0696707	0.0178635	0.0212231	0.0268334	0.0172253	0.0280636	0.0121277	0.00813551	0.0870821
17	0.0501391	0.0543585	0.0188402	0.0250094	0.0248821	0.00460337	0.0271869	0.651349	0.00806054	0.010082
18	0.0503158	0.0552478	0.0207658	0.446248	0.444168	0.00467992	0.0258965	0.014208	0.0124252	0.0115877
19	0.0452228	0.0418994	0.022474	0.0204833	0.0247989	0.0044173	0.177764	0.0124118	0.00757429	0.232338
