mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	0.976912	0.934633	1	0.932541	0
mut1	1	0.976912	0.934633	1	0.932541	0
mut2	1	0.976912	0.934633	1	0.932541	0
mut3	1	0.976912	0.934633	1	0.932541	0
mut4	1	0.976912	0.934633	1	0.932541	0
mut5	1	1	1	0.967599	1	1
mut6	1	1	1	0.967599	1	1
mut7	1	1	1	0.967599	1	1
mut8	1	1	1	0.967599	1	1
mut9	1	1	1	0.967599	1	1
mut10	1	0.966545	0.955549	1	0.973819	2
mut11	1	0.966545	0.955549	1	0.973819	2
mut12	1	0.966545	0.955549	1	0.973819	2
mut13	1	0.966545	0.955549	1	0.973819	2
mut14	1	0.966545	0.955549	1	0.973819	2
mut15	1	1	0.860767	0.936748	0.955644	3
mut16	1	1	0.860767	0.936748	0.955644	3
mut17	1	1	0.860767	0.936748	0.955644	3
mut18	1	1	0.860767	0.936748	0.955644	3
mut19	1	1	0.860767	0.936748	0.955644	3
mut20	0.678982	0.0350224	0.0212246	0.033573	0.0165972	4
mut21	0.678982	0.0350224	0.0212246	0.033573	0.0165972	4
mut22	0.678982	0.0350224	0.0212246	0.033573	0.0165972	4
mut23	0.678982	0.0350224	0.0212246	0.033573	0.0165972	4
mut24	0.678982	0.0350224	0.0212246	0.033573	0.0165972	4
mut25	0.086548	0.816586	0.045813	0.06371	0.0395308	5
mut26	0.086548	0.816586	0.045813	0.06371	0.0395308	5
mut27	0.086548	0.816586	0.045813	0.06371	0.0395308	5
mut28	0.086548	0.816586	0.045813	0.06371	0.0395308	5
mut29	0.086548	0.816586	0.045813	0.06371	0.0395308	5
mut30	0.0185208	0.500099	0.0232708	0.03632	0.0189703	6
mut31	0.0185208	0.500099	0.0232708	0.03632	0.0189703	6
mut32	0.0185208	0.500099	0.0232708	0.03632	0.0189703	6
mut33	0.0185208	0.500099	0.0232708	0.03632	0.0189703	6
mut34	0.0185208	0.500099	0.0232708	0.03632	0.0189703	6
mut35	0.0874244	0.0898467	0.657744	0.652253	0.801296	7
mut36	0.0874244	0.0898467	0.657744	0.652253	0.801296	7
mut37	0.0874244	0.0898467	0.657744	0.652253	0.801296	7
mut38	0.0874244	0.0898467	0.657744	0.652253	0.801296	7
mut39	0.0874244	0.0898467	0.657744	0.652253	0.801296	7
mut40	0.167459	0.0606698	0.103286	0.0670244	0.0389504	8
mut41	0.167459	0.0606698	0.103286	0.0670244	0.0389504	8
mut42	0.167459	0.0606698	0.103286	0.0670244	0.0389504	8
mut43	0.167459	0.0606698	0.103286	0.0670244	0.0389504	8
mut44	0.167459	0.0606698	0.103286	0.0670244	0.0389504	8
mut45	0.106448	0.0280306	0.0713403	0.0297939	0.0185878	9
mut46	0.106448	0.0280306	0.0713403	0.0297939	0.0185878	9
mut47	0.106448	0.0280306	0.0713403	0.0297939	0.0185878	9
mut48	0.106448	0.0280306	0.0713403	0.0297939	0.0185878	9
mut49	0.106448	0.0280306	0.0713403	0.0297939	0.0185878	9
mut50	0.0182555	0.0588892	0.242017	0.610761	0.664804	10
mut51	0.0182555	0.0588892	0.242017	0.610761	0.664804	10
mut52	0.0182555	0.0588892	0.242017	0.610761	0.664804	10
mut53	0.0182555	0.0588892	0.242017	0.610761	0.664804	10
mut54	0.0182555	0.0588892	0.242017	0.610761	0.664804	10
mut55	0.0542959	0.0199221	0.264767	0.063517	0.176371	11
mut56	0.0542959	0.0199221	0.264767	0.063517	0.176371	11
mut57	0.0542959	0.0199221	0.264767	0.063517	0.176371	11
mut58	0.0542959	0.0199221	0.264767	0.063517	0.176371	11
mut59	0.0542959	0.0199221	0.264767	0.063517	0.176371	11
mut60	0.00444671	0.030319	0.0249131	0.112195	0.016389	12
mut61	0.00444671	0.030319	0.0249131	0.112195	0.016389	12
mut62	0.00444671	0.030319	0.0249131	0.112195	0.016389	12
mut63	0.00444671	0.030319	0.0249131	0.112195	0.016389	12
mut64	0.00444671	0.030319	0.0249131	0.112195	0.016389	12
mut65	0.00475521	0.00955014	0.0325369	0.25645	0.150985	13
mut66	0.00475521	0.00955014	0.0325369	0.25645	0.150985	13
mut67	0.00475521	0.00955014	0.0325369	0.25645	0.150985	13
mut68	0.00475521	0.00955014	0.0325369	0.25645	0.150985	13
mut69	0.00475521	0.00955014	0.0325369	0.25645	0.150985	13
mut70	0.0549594	0.00968585	0.0588809	0.0339463	0.102176	14
mut71	0.0549594	0.00968585	0.0588809	0.0339463	0.102176	14
mut72	0.0549594	0.00968585	0.0588809	0.0339463	0.102176	14
mut73	0.0549594	0.00968585	0.0588809	0.0339463	0.102176	14
mut74	0.0549594	0.00968585	0.0588809	0.0339463	0.102176	14
mut75	0.00494819	0.0122024	0.100312	0.0624915	0.363767	15
mut76	0.00494819	0.0122024	0.100312	0.0624915	0.363767	15
mut77	0.00494819	0.0122024	0.100312	0.0624915	0.363767	15
mut78	0.00494819	0.0122024	0.100312	0.0624915	0.363767	15
mut79	0.00494819	0.0122024	0.100312	0.0624915	0.363767	15
