mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.025673	0.00506695	0.00905855	0.0107798	0.650695	0.00986643	0.00661488	0.010322	0.0262528	0.00657782	1
mut6	0.025673	0.00506695	0.00905855	0.0107798	0.650695	0.00986643	0.00661488	0.010322	0.0262528	0.00657782	1
mut7	0.025673	0.00506695	0.00905855	0.0107798	0.650695	0.00986643	0.00661488	0.010322	0.0262528	0.00657782	1
mut8	0.025673	0.00506695	0.00905855	0.0107798	0.650695	0.00986643	0.00661488	0.010322	0.0262528	0.00657782	1
mut9	0.025673	0.00506695	0.00905855	0.0107798	0.650695	0.00986643	0.00661488	0.010322	0.0262528	0.00657782	1
mut10	0.759072	0.189669	0.0537295	0.650597	0.282565	0.451416	0.0263818	0.935204	0.839326	0.301846	2
mut11	0.759072	0.189669	0.0537295	0.650597	0.282565	0.451416	0.0263818	0.935204	0.839326	0.301846	2
mut12	0.759072	0.189669	0.0537295	0.650597	0.282565	0.451416	0.0263818	0.935204	0.839326	0.301846	2
mut13	0.759072	0.189669	0.0537295	0.650597	0.282565	0.451416	0.0263818	0.935204	0.839326	0.301846	2
mut14	0.759072	0.189669	0.0537295	0.650597	0.282565	0.451416	0.0263818	0.935204	0.839326	0.301846	2
mut15	0.182425	0.800102	0.927821	0.326996	0.0408201	0.529725	0.960321	0.0460002	0.119409	0.685861	3
mut16	0.182425	0.800102	0.927821	0.326996	0.0408201	0.529725	0.960321	0.0460002	0.119409	0.685861	3
mut17	0.182425	0.800102	0.927821	0.326996	0.0408201	0.529725	0.960321	0.0460002	0.119409	0.685861	3
mut18	0.182425	0.800102	0.927821	0.326996	0.0408201	0.529725	0.960321	0.0460002	0.119409	0.685861	3
mut19	0.182425	0.800102	0.927821	0.326996	0.0408201	0.529725	0.960321	0.0460002	0.119409	0.685861	3
mut20	0.131915	0.789292	0.490053	0.30137	0.0263373	0.510495	0.274505	0.0284411	0.0872117	0.674235	4
mut21	0.131915	0.789292	0.490053	0.30137	0.0263373	0.510495	0.274505	0.0284411	0.0872117	0.674235	4
mut22	0.131915	0.789292	0.490053	0.30137	0.0263373	0.510495	0.274505	0.0284411	0.0872117	0.674235	4
mut23	0.131915	0.789292	0.490053	0.30137	0.0263373	0.510495	0.274505	0.0284411	0.0872117	0.674235	4
mut24	0.131915	0.789292	0.490053	0.30137	0.0263373	0.510495	0.274505	0.0284411	0.0872117	0.674235	4
mut25	0.0357522	0.759171	0.137035	0.18507	0.0146415	0.438015	0.0186641	0.0171517	0.0293894	0.62946	5
mut26	0.0357522	0.759171	0.137035	0.18507	0.0146415	0.438015	0.0186641	0.0171517	0.0293894	0.62946	5
mut27	0.0357522	0.759171	0.137035	0.18507	0.0146415	0.438015	0.0186641	0.0171517	0.0293894	0.62946	5
mut28	0.0357522	0.759171	0.137035	0.18507	0.0146415	0.438015	0.0186641	0.0171517	0.0293894	0.62946	5
mut29	0.0357522	0.759171	0.137035	0.18507	0.0146415	0.438015	0.0186641	0.0171517	0.0293894	0.62946	5
mut30	0.0176323	0.226294	0.0102526	0.0159861	0.00731453	0.0318522	0.00796094	0.00808	0.0152809	0.171981	6
mut31	0.0176323	0.226294	0.0102526	0.0159861	0.00731453	0.0318522	0.00796094	0.00808	0.0152809	0.171981	6
mut32	0.0176323	0.226294	0.0102526	0.0159861	0.00731453	0.0318522	0.00796094	0.00808	0.0152809	0.171981	6
mut33	0.0176323	0.226294	0.0102526	0.0159861	0.00731453	0.0318522	0.00796094	0.00808	0.0152809	0.171981	6
mut34	0.0176323	0.226294	0.0102526	0.0159861	0.00731453	0.0318522	0.00796094	0.00808	0.0152809	0.171981	6
mut35	0.0165571	0.0050794	0.36956	0.0140407	0.00730709	0.00951638	0.335486	0.00866591	0.0155576	0.0059742	7
mut36	0.0165571	0.0050794	0.36956	0.0140407	0.00730709	0.00951638	0.335486	0.00866591	0.0155576	0.0059742	7
mut37	0.0165571	0.0050794	0.36956	0.0140407	0.00730709	0.00951638	0.335486	0.00866591	0.0155576	0.0059742	7
mut38	0.0165571	0.0050794	0.36956	0.0140407	0.00730709	0.00951638	0.335486	0.00866591	0.0155576	0.0059742	7
