mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	0.918774	1	1	0.912884	0.943191	0
mut1	0.918774	1	1	0.912884	0.943191	0
mut2	0.918774	1	1	0.912884	0.943191	0
mut3	0.918774	1	1	0.912884	0.943191	0
mut4	0.918774	1	1	0.912884	0.943191	0
mut5	0.320828	0.0278893	0.00532171	0.0203924	0.0348136	1
mut6	0.320828	0.0278893	0.00532171	0.0203924	0.0348136	1
mut7	0.320828	0.0278893	0.00532171	0.0203924	0.0348136	1
mut8	0.320828	0.0278893	0.00532171	0.0203924	0.0348136	1
mut9	0.320828	0.0278893	0.00532171	0.0203924	0.0348136	1
mut10	0.405714	0.0139927	0.522033	0.0540479	0.122463	2
mut11	0.405714	0.0139927	0.522033	0.0540479	0.122463	2
mut12	0.405714	0.0139927	0.522033	0.0540479	0.122463	2
mut13	0.405714	0.0139927	0.522033	0.0540479	0.122463	2
mut14	0.405714	0.0139927	0.522033	0.0540479	0.122463	2
mut15	0.315858	0.0103448	0.550451	0.0429244	0.0918626	3
mut16	0.315858	0.0103448	0.550451	0.0429244	0.0918626	3
mut17	0.315858	0.0103448	0.550451	0.0429244	0.0918626	3
mut18	0.315858	0.0103448	0.550451	0.0429244	0.0918626	3
mut19	0.315858	0.0103448	0.550451	0.0429244	0.0918626	3
mut20	0.2661	0.872712	0.231613	0.902613	0.752886	4
mut21	0.2661	0.872712	0.231613	0.902613	0.752886	4
mut22	0.2661	0.872712	0.231613	0.902613	0.752886	4
mut23	0.2661	0.872712	0.231613	0.902613	0.752886	4
mut24	0.2661	0.872712	0.231613	0.902613	0.752886	4
mut25	0.170539	0.780605	0.0727691	0.88571	0.574703	5
mut26	0.170539	0.780605	0.0727691	0.88571	0.574703	5
mut27	0.170539	0.780605	0.0727691	0.88571	0.574703	5
mut28	0.170539	0.780605	0.0727691	0.88571	0.574703	5
mut29	0.170539	0.780605	0.0727691	0.88571	0.574703	5
mut30	0.12503	0.177521	0.0629338	0.645956	0.200184	6
mut31	0.12503	0.177521	0.0629338	0.645956	0.200184	6
mut32	0.12503	0.177521	0.0629338	0.645956	0.200184	6
mut33	0.12503	0.177521	0.0629338	0.645956	0.200184	6
mut34	0.12503	0.177521	0.0629338	0.645956	0.200184	6
mut35	0.0191137	0.221832	0.00493572	0.0804983	0.254088	7
mut36	0.0191137	0.221832	0.00493572	0.0804983	0.254088	7
mut37	0.0191137	0.221832	0.00493572	0.0804983	0.254088	7
mut38	0.0191137	0.221832	0.00493572	0.0804983	0.254088	7
mut39	0.0191137	0.221832	0.00493572	0.0804983	0.254088	7
mut40	0.0199712	0.00462682	0.263449	0.0194452	0.0372783	8
mut41	0.0199712	0.00462682	0.263449	0.0194452	0.0372783	8
mut42	0.0199712	0.00462682	0.263449	0.0194452	0.0372783	8
mut43	0.0199712	0.00462682	0.263449	0.0194452	0.0372783	8
mut44	0.0199712	0.00462682	0.263449	0.0194452	0.0372783	8
mut45	0.0192241	0.0301419	0.0318465	0.0869563	0.0499771	9
mut46	0.0192241	0.0301419	0.0318465	0.0869563	0.0499771	9
mut47	0.0192241	0.0301419	0.0318465	0.0869563	0.0499771	9
mut48	0.0192241	0.0301419	0.0318465	0.0869563	0.0499771	9
mut49	0.0192241	0.0301419	0.0318465	0.0869563	0.0499771	9
mut50	0.097691	0.0632875	0.0246318	0.35457	0.144188	10
mut51	0.097691	0.0632875	0.0246318	0.35457	0.144188	10
mut52	0.097691	0.0632875	0.0246318	0.35457	0.144188	10
mut53	0.097691	0.0632875	0.0246318	0.35457	0.144188	10
mut54	0.097691	0.0632875	0.0246318	0.35457	0.144188	10
mut55	0.0574178	0.0537596	0.139337	0.042367	0.136063	11
mut56	0.0574178	0.0537596	0.139337	0.042367	0.136063	11
mut57	0.0574178	0.0537596	0.139337	0.042367	0.136063	11
mut58	0.0574178	0.0537596	0.139337	0.042367	0.136063	11
mut59	0.0574178	0.0537596	0.139337	0.042367	0.136063	11
mut60	0.0389014	0.0320119	0.0900056	0.0217597	0.10858	12
mut61	0.0389014	0.0320119	0.0900056	0.0217597	0.10858	12
mut62	0.0389014	0.0320119	0.0900056	0.0217597	0.10858	12
mut63	0.0389014	0.0320119	0.0900056	0.0217597	0.10858	12
mut64	0.0389014	0.0320119	0.0900056	0.0217597	0.10858	12
mut65	0.0675991	0.048247	0.0218224	0.0518816	0.0611605	13
mut66	0.0675991	0.048247	0.0218224	0.0518816	0.0611605	13
mut67	0.0675991	0.048247	0.0218224	0.0518816	0.0611605	13
mut68	0.0675991	0.048247	0.0218224	0.0518816	0.0611605	13
mut69	0.0675991	0.048247	0.0218224	0.0518816	0.0611605	13
mut70	0.0194319	0.046836	0.22974	0.0217394	0.0820546	14
mut71	0.0194319	0.046836	0.22974	0.0217394	0.0820546	14
mut72	0.0194319	0.046836	0.22974	0.0217394	0.0820546	14
mut73	0.0194319	0.046836	0.22974	0.0217394	0.0820546	14
mut74	0.0194319	0.046836	0.22974	0.0217394	0.0820546	14
