clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	1	0.960387	1	1	0.980108	0.993986	0.900175	1	0.945661
1	0.0189801	0.0128884	0.154915	0.0200466	0.254832	0.062202	0.0172988	0.0565116	0.0172944	0.0728169
2	0.0401223	0.0443143	0.281203	0.0773389	0.400387	0.0504399	0.0288259	0.0441079	0.0894054	0.118376
3	0.935303	0.826912	0.550647	0.876919	0.0964538	0.73945	0.905576	0.877213	0.787698	0.770601
4	0.836698	0.87623	0.454001	0.875476	0.09024	0.78791	0.806377	0.866316	0.809249	0.668841
5	0.045198	0.0716693	0.127016	0.0201695	0.00789414	0.0219165	0.0135453	0.0104325	0.0170008	0.0236471
6	0.0390393	0.0301399	0.0131829	0.0378835	0.284277	0.0747509	0.0601403	0.0182822	0.0346621	0.0511815
7	0.268176	0.249576	0.0675113	0.750979	0.081068	0.77245	0.758684	0.859228	0.814444	0.609537
8	0.017551	0.0332582	0.136759	0.0365254	0.219286	0.0236858	0.0169944	0.0383038	0.0725011	0.0966951
9	0.0427641	0.031165	0.00567431	0.566118	0.00740249	0.0277131	0.0131197	0.00842381	0.0180972	0.0271834
10	0.147939	0.110616	0.0400633	0.195473	0.0589041	0.641603	0.828903	0.775811	0.776788	0.62261
11	0.0200736	0.0151655	0.00696383	0.0194439	0.238254	0.0288749	0.0469588	0.00961221	0.0186797	0.0226439
12	0.0212363	0.0158032	0.00605472	0.085826	0.00766901	0.353224	0.100584	0.00820198	0.020294	0.0269665
13	0.0215633	0.0189886	0.00639841	0.0205415	0.00975246	0.157802	0.535363	0.0925275	0.0206163	0.0690312
14	0.0425822	0.0282225	0.0125957	0.0379274	0.0189401	0.0532905	0.0536541	0.206294	0.040442	0.431101
15	0.0183725	0.0133737	0.00564507	0.0195423	0.00829109	0.0278314	0.0151607	0.0413297	0.152984	0.0258406
16	0.0229579	0.0143676	0.00521751	0.0210408	0.009	0.0296007	0.0150111	0.00820269	0.527299	0.0252183
17	0.0196839	0.0157862	0.00511345	0.0176562	0.00832288	0.0278889	0.016668	0.0138127	0.0191301	0.373161
