clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.956122	0.924215	1	0.91803	1	1	0.916502	1	1
1	0.0688946	0.0531768	0.0248091	0.102433	0.0487762	0.951861	0.0318149	0.0300417	0.0226573	0.0577557
2	0.89375	0.948647	0.281182	0.8111	1	0.0456717	0.980415	0.944293	0.998041	0.841352
3	0.910503	0.92364	0.0197528	0.891713	0.0217579	0.0269701	0.0235229	0.889762	0.854878	0.0522619
4	0.0243573	0.0201101	0.743874	0.0311139	0.0134131	0.0151812	0.0297554	0.0106207	0.0118214	0.0556198
5	0.743774	0.410418	0.00570899	0.43294	0.00626121	0.00902314	0.00734077	0.419709	0.0641835	0.0163322
6	0.0227954	0.292935	0.00793039	0.0675689	0.00651829	0.00768177	0.00758769	0.102164	0.727413	0.0175444
7	0.0271838	0.0209561	0.0121472	0.0326148	0.0293355	0.199048	0.0141837	0.00898385	0.0125399	0.0274503
8	0.0125513	0.0106845	0.546428	0.0159692	0.00793013	0.00900593	0.0204091	0.00479438	0.00598348	0.0468435
9	0.0138163	0.0105229	0.00610786	0.0182404	0.0279721	0.0716835	0.00719612	0.00498765	0.00487922	0.0139531
10	0.0115604	0.0115419	0.0169682	0.016349	0.686566	0.00665489	0.0828859	0.00673906	0.0172743	0.383879
11	0.0292004	0.0186693	0.00616733	0.0447758	0.00652183	0.616699	0.00712481	0.0125503	0.00523189	0.0173957
12	0.0114225	0.0112049	0.212015	0.0174198	0.13998	0.00863068	0.727033	0.00464729	0.00512139	0.422264
