clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.981987	0.966165	1	0.968219	0.989485	1	0.902446	0.977265	0.937311	1
1	0.88886	0.0146195	0.0086296	0.0124885	0.043322	0.0133661	0.0149119	0.0167684	0.00651292	0.0166896
2	0.134501	0.928008	1	0.123308	0.846126	1	0.864712	0.878956	1	0.865516
3	0.0728623	0.745355	0.0533035	0.0519837	0.226737	0.864213	0.548236	0.341023	0.123769	0.0632388
4	0.0560514	0.216845	0.978144	0.0724269	0.606885	0.109353	0.28678	0.100751	0.920711	0.825189
5	0.0451008	0.185865	0.853765	0.0535297	0.368794	0.0823595	0.289719	0.081959	0.864046	0.885456
6	0.0107197	0.136393	0.0416512	0.0125949	0.0653674	0.0452772	0.227281	0.0192616	0.765925	0.216925
7	0.0110189	0.016457	0.502874	0.0121945	0.0431519	0.0144606	0.0198329	0.0154877	0.0375676	0.512959
8	0.0322483	0.701178	0.0446054	0.0356407	0.167527	0.876218	0.624565	0.0569066	0.122466	0.0484384
9	0.021038	0.0287637	0.0187953	0.880155	0.0721109	0.0270525	0.0322071	0.0311157	0.0100765	0.0270433
10	0.0099757	0.0142007	0.00800255	0.742967	0.0391723	0.015468	0.0165869	0.0145041	0.00530261	0.0135819
11	0.0108005	0.0164013	0.0759356	0.0129114	0.0341498	0.0125784	0.0174595	0.0331162	0.00635768	0.016199
12	0.0100481	0.0273907	0.0308997	0.0130811	0.0347341	0.136606	0.0214339	0.0183045	0.00764263	0.0173443
13	0.0103185	0.59406	0.00919536	0.0141903	0.0447458	0.284212	0.491404	0.0209622	0.104805	0.0218854
