mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.924331	0.0642115	0.0114237	0.798091	0.0128537	1
mut6	0.924331	0.0642115	0.0114237	0.798091	0.0128537	1
mut7	0.924331	0.0642115	0.0114237	0.798091	0.0128537	1
mut8	0.924331	0.0642115	0.0114237	0.798091	0.0128537	1
mut9	0.924331	0.0642115	0.0114237	0.798091	0.0128537	1
mut10	0.863788	0.0538954	0.00652274	0.660391	0.00669782	2
mut11	0.863788	0.0538954	0.00652274	0.660391	0.00669782	2
mut12	0.863788	0.0538954	0.00652274	0.660391	0.00669782	2
mut13	0.863788	0.0538954	0.00652274	0.660391	0.00669782	2
mut14	0.863788	0.0538954	0.00652274	0.660391	0.00669782	2
mut15	0.0661494	0.925267	0.983012	0.193963	0.980101	3
mut16	0.0661494	0.925267	0.983012	0.193963	0.980101	3
mut17	0.0661494	0.925267	0.983012	0.193963	0.980101	3
mut18	0.0661494	0.925267	0.983012	0.193963	0.980101	3
mut19	0.0661494	0.925267	0.983012	0.193963	0.980101	3
mut20	0.0563483	0.914198	0.973611	0.172029	0.973349	4
mut21	0.0563483	0.914198	0.973611	0.172029	0.973349	4
mut22	0.0563483	0.914198	0.973611	0.172029	0.973349	4
mut23	0.0563483	0.914198	0.973611	0.172029	0.973349	4
mut24	0.0563483	0.914198	0.973611	0.172029	0.973349	4
mut25	0.0245442	0.816086	0.122636	0.0768177	0.830017	5
mut26	0.0245442	0.816086	0.122636	0.0768177	0.830017	5
mut27	0.0245442	0.816086	0.122636	0.0768177	0.830017	5
mut28	0.0245442	0.816086	0.122636	0.0768177	0.830017	5
mut29	0.0245442	0.816086	0.122636	0.0768177	0.830017	5
mut30	0.00792622	0.0145715	0.633734	0.0101969	0.0839588	6
mut31	0.00792622	0.0145715	0.633734	0.0101969	0.0839588	6
mut32	0.00792622	0.0145715	0.633734	0.0101969	0.0839588	6
mut33	0.00792622	0.0145715	0.633734	0.0101969	0.0839588	6
mut34	0.00792622	0.0145715	0.633734	0.0101969	0.0839588	6
