clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	1	0.901604	0.996548	1	1	0.900808	1	0.967871	0.917767	0.960449	0.994612	0.920442	0.975496	1
1	0.0184217	0.0188121	0.0359527	0.0379098	0.0112151	0.0214881	0.00942527	0.33912	0.039529	0.0956269	0.0210994	0.0111496	0.108576	0.0392931	0.0103293
2	0.85952	0.862978	0.884687	0.959175	0.87613	0.990793	0.913935	0.307149	0.934302	0.775971	0.867956	0.948652	0.689625	0.847418	1
3	0.924565	0.839595	0.453202	0.277851	0.0737845	0.140036	0.0658118	0.137128	0.726618	0.741972	0.805134	0.144136	0.030028	0.285863	0.0602816
4	0.265411	0.20308	0.0992575	0.224361	0.0482744	0.115334	0.0478587	0.0986705	0.61662	0.796711	0.539147	0.101118	0.0223938	0.234619	0.0463282
5	0.0166351	0.017553	0.0180836	0.0413816	0.0113825	0.0233015	0.00769867	0.020593	0.108468	0.310631	0.0312999	0.012414	0.00490247	0.04126	0.0098111
6	0.0927261	0.118187	0.406805	0.517337	0.859537	0.720638	0.945499	0.15289	0.19864	0.0242628	0.135526	0.734452	0.760331	0.517861	0.905763
7	0.0517437	0.541011	0.358536	0.0401067	0.0112227	0.0208083	0.0079073	0.0192135	0.0312522	0.00683693	0.213494	0.0203043	0.00483964	0.0349648	0.00813193
8	0.0751709	0.0998073	0.405581	0.537783	0.872019	0.582421	0.884589	0.133527	0.145096	0.0176226	0.107562	0.72523	0.675271	0.388595	0.901221
9	0.0390032	0.0627254	0.343449	0.453542	0.111072	0.0745808	0.0644705	0.0963743	0.0838405	0.011619	0.0679755	0.726559	0.156522	0.131567	0.833199
10	0.0140891	0.0191614	0.0492226	0.271092	0.0144828	0.02205	0.00853633	0.0518099	0.0278483	0.00349003	0.0331544	0.712617	0.00696445	0.039487	0.08225
11	0.0128032	0.0188441	0.0225901	0.039329	0.61018	0.122917	0.217093	0.0221397	0.0256034	0.00358083	0.0206613	0.0118863	0.20416	0.0530157	0.0101549
12	0.0430977	0.126073	0.0704285	0.137723	0.0288402	0.056815	0.0276839	0.0686817	0.0966255	0.208382	0.53142	0.0916209	0.0118557	0.138954	0.0281005
13	0.0285932	0.0393203	0.0449409	0.0921335	0.0213883	0.0432489	0.0181138	0.0420237	0.0537654	0.105126	0.158832	0.0614174	0.00794415	0.0956183	0.0165895
14	0.0160252	0.0171196	0.0197332	0.0391706	0.00972051	0.0325698	0.00864168	0.346805	0.0271413	0.0874063	0.0192404	0.0116954	0.123076	0.0490483	0.00910842
15	0.0127104	0.0174025	0.0246486	0.0454393	0.0432603	0.0247617	0.0148243	0.0208343	0.0309897	0.00351887	0.0167451	0.0175549	0.0224519	0.0361512	0.701535
16	0.0146998	0.0213372	0.0233674	0.0630429	0.00944691	0.0198554	0.00850187	0.0199017	0.0274367	0.0829919	0.0221888	0.0156175	0.0043046	0.0645404	0.0095792
