clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.950974	0.926705	0.962153	0.977038	1	0.942952	1	1	0.994042	0.999861	1	1	0.947063	1	0.97646
1	0.0953916	0.0200184	0.230395	0.0300389	0.0214434	0.0149558	0.01626	0.0088799	0.0245354	0.0091685	0.0707708	0.0149764	0.0223054	0.0293468	0.0172566
2	0.901878	0.971476	0.114505	0.817102	0.649305	0.979256	0.940216	0.892619	0.805525	0.109047	0.755327	0.999189	0.673121	0.857872	0.731553
3	0.755834	0.212392	0.0891098	0.937013	0.231238	0.858649	0.84129	0.0657205	0.736048	0.0922376	0.601703	0.300935	0.221425	0.723882	0.155362
4	0.0944176	0.0791228	0.0213349	0.734386	0.0939564	0.749631	0.392266	0.0306805	0.112786	0.0374864	0.19442	0.056724	0.104205	0.516882	0.069537
5	0.0686231	0.0554772	0.0162302	0.641768	0.0680889	0.718792	0.326887	0.0255467	0.081564	0.0306367	0.137727	0.0461794	0.0707071	0.219871	0.0546447
6	0.0203776	0.723971	0.0047088	0.0130162	0.0257584	0.0195696	0.0132903	0.19525	0.0343444	0.00917901	0.0504362	0.529649	0.141324	0.0290345	0.0454137
7	0.0226808	0.0193573	0.218375	0.0174008	0.193009	0.015405	0.015665	0.0077964	0.0280838	0.0461294	0.037296	0.014095	0.0448831	0.0357875	0.162923
8	0.0243315	0.0174338	0.00529901	0.103778	0.0236382	0.0843148	0.0201356	0.00882139	0.0297645	0.0110185	0.0437299	0.014456	0.0208483	0.0346445	0.0168912
9	0.0926635	0.0960307	0.0721917	0.0977366	0.0943094	0.0713791	0.454897	0.0330328	0.646483	0.0383797	0.16982	0.246377	0.0960757	0.143476	0.069436
10	0.0205242	0.0191135	0.351225	0.0146829	0.0270276	0.0153647	0.0145605	0.00659282	0.0230569	0.561463	0.0522017	0.0147062	0.0218645	0.034283	0.0611111
11	0.0234338	0.020351	0.00572937	0.162802	0.0242538	0.633382	0.0605857	0.00879473	0.0268167	0.0105262	0.041211	0.0170147	0.0230565	0.0329569	0.0178003
12	0.0409077	0.0404418	0.0622954	0.0751901	0.0476254	0.0367131	0.382881	0.0160006	0.0529027	0.0190774	0.0821082	0.0342343	0.0458791	0.0854104	0.038294
13	0.0206798	0.0205202	0.0643395	0.0319086	0.0262753	0.0180878	0.0492052	0.00746643	0.0230305	0.0115665	0.0474641	0.0131597	0.0241052	0.054301	0.0185003
14	0.0197739	0.0194309	0.00556105	0.0145763	0.42215	0.0199512	0.0151448	0.607381	0.026155	0.00984509	0.0397236	0.0216221	0.141131	0.0296781	0.509477
15	0.0196076	0.0191393	0.00527565	0.0163723	0.028582	0.0174146	0.0142	0.00771862	0.512437	0.0108233	0.0355624	0.0689426	0.0222776	0.0355612	0.0149309
16	0.0248447	0.0219225	0.0347866	0.0148417	0.0247326	0.0166586	0.0136637	0.00770499	0.0238868	0.256153	0.0436274	0.0171527	0.0267953	0.056191	0.0144128
