clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	0.994558	0.98966	0.956394	1	1	1	0.932696	1	1	1	0.984708	0.948311	0.969011	1
1	0.960806	0.982265	1	0.965637	0.984656	0.92133	0.915136	0.955419	0.476626	0.936309	0.955009	0.903987	0.846973	0.928795	0.925768
2	0.018732	0.0126552	0.00970947	0.011015	0.0170995	0.0478317	0.0241278	0.027261	0.542677	0.0180192	0.0187269	0.0260263	0.0665169	0.0158474	0.0132871
3	0.150527	0.945044	0.129715	0.863924	0.931678	0.443269	0.769309	0.370247	0.0711996	0.199209	0.939642	0.815108	0.908233	0.703451	0.944564
4	0.0818215	0.0597321	0.0553176	0.790636	0.744214	0.0426683	0.296905	0.123531	0.0407705	0.102176	0.106118	0.640813	0.807378	0.0798508	0.835572
5	0.0350606	0.0233497	0.0195499	0.201277	0.0727726	0.0273147	0.0514187	0.051591	0.0144824	0.0417917	0.0345683	0.0570992	0.043761	0.0467528	0.0241797
6	0.643048	0.0301806	0.589957	0.0233888	0.0326957	0.442884	0.0454175	0.372998	0.150147	0.61683	0.0346419	0.0595088	0.0124675	0.160213	0.0266278
7	0.0200575	0.344382	0.0113538	0.0119865	0.0179093	0.00679479	0.291042	0.0295608	0.00797008	0.0238463	0.52084	0.0340216	0.00782875	0.0137242	0.0137872
8	0.0730583	0.0158949	0.50401	0.0128739	0.0166554	0.307265	0.0207473	0.35339	0.0104416	0.0442728	0.0194127	0.0347985	0.00557255	0.152533	0.013585
9	0.0165255	0.0118423	0.00992798	0.0726848	0.0163749	0.0251825	0.023751	0.0235335	0.00774461	0.0197904	0.018984	0.0264947	0.0135455	0.031237	0.0105609
10	0.0828481	0.0356441	0.293883	0.0360183	0.0457481	0.141727	0.110594	0.129649	0.185937	0.0649446	0.0509209	0.0932971	0.0397172	0.106973	0.0370345
11	0.017744	0.0133118	0.0115379	0.324674	0.649485	0.00475236	0.0224142	0.0301449	0.00692957	0.0186661	0.0214177	0.0604025	0.547354	0.0119831	0.0929017
12	0.0413906	0.520668	0.0534139	0.0214038	0.0286091	0.364777	0.159922	0.181498	0.0143531	0.0539288	0.22179	0.0513465	0.0132178	0.609856	0.021148
13	0.0186734	0.112209	0.0206313	0.0099509	0.014268	0.0886068	0.0974767	0.128083	0.0072058	0.0207158	0.0774272	0.0293656	0.00668509	0.429046	0.0111704
14	0.01743	0.012411	0.0114205	0.143016	0.0192945	0.00566927	0.220113	0.0257155	0.00756938	0.0244894	0.0278962	0.451364	0.0941382	0.0147415	0.650445
15	0.0418647	0.0223821	0.292261	0.0235738	0.0313367	0.115451	0.0873024	0.0947305	0.0172563	0.0389009	0.0361757	0.0690217	0.0351935	0.0880427	0.0231901
16	0.0189004	0.0129196	0.131517	0.0122575	0.0148538	0.0268736	0.0429109	0.053438	0.00737502	0.0223837	0.0173562	0.0318635	0.0304247	0.0620583	0.0121188
