clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.966716	1	0.92669	0.919175	1	1	0.932307	1	1
1	0.711692	0.833102	0.202018	0.191963	0.151923	0.139834	0.104437	0.769217	0.77114	0.798635
2	0.102868	0.645402	0.125092	0.115397	0.0874344	0.0873556	0.0766751	0.764716	0.0926391	0.61776
3	0.58847	0.144045	0.0489537	0.0495766	0.0396076	0.0402454	0.0275904	0.0358778	0.603941	0.0741182
4	0.644945	0.135758	0.0255972	0.0225404	0.0179813	0.0200047	0.0143397	0.0190304	0.530914	0.0633146
5	0.0209282	0.153922	0.0228701	0.0226454	0.0176107	0.0192416	0.0156711	0.0191088	0.0511092	0.0813744
6	0.0668251	0.422541	0.0672077	0.0753503	0.054955	0.0581087	0.0392139	0.755087	0.0322083	0.563754
7	0.182861	0.075155	0.47088	0.259036	0.781162	0.833653	0.808553	0.129679	0.269578	0.0954145
8	0.143045	0.0681688	0.484162	0.232474	0.693531	0.68733	0.862116	0.0987322	0.264057	0.0855301
9	0.0208168	0.0118641	0.201496	0.0370144	0.0151999	0.0176083	0.0118221	0.0187425	0.00972128	0.137559
10	0.0879564	0.0343697	0.0610788	0.0762326	0.666427	0.752689	0.537404	0.0633499	0.163259	0.0222421
11	0.0428084	0.0251778	0.0825452	0.492698	0.0327492	0.0386478	0.0299232	0.0345923	0.0195805	0.0173001
12	0.0507299	0.153902	0.0482595	0.0416258	0.0383791	0.036001	0.0294541	0.662759	0.0192601	0.137066
13	0.0392553	0.0195928	0.341191	0.133357	0.0327807	0.0326494	0.22988	0.0364952	0.0771075	0.0528526
14	0.0206626	0.0108643	0.0546881	0.502925	0.0176699	0.019963	0.0124115	0.0178102	0.0101501	0.00828544
15	0.0383046	0.0131943	0.0240838	0.0249359	0.611255	0.133622	0.357908	0.0219081	0.0902976	0.0092378
16	0.0205494	0.0120564	0.0223612	0.0232819	0.0187887	0.542201	0.163742	0.0178938	0.0110808	0.00732427
17	0.0215252	0.010983	0.0319699	0.0281457	0.0158856	0.0186582	0.229543	0.0142723	0.0743359	0.0442125
18	0.0252291	0.0120804	0.0226173	0.023289	0.0178191	0.0178789	0.0132909	0.541781	0.0090322	0.00715983
